hg/ha_yield
42526
28738
40960
26188
11999
20156
46920
65031
340000
91615
10000
331543
187273
64654
20000
15520
32924
78989
23758
16352
276422
10628
10228
8492
9231
36409
19316
25978
55593
12491
34804
57107
22977
88477
104168
152748
79053
14218
39362
266530
8222
19073
89684
19487
126164
160294
72252
35714
54288
73077
10000
90080
289849
27310
445545
12655
31158
23551
58376
123377
23702
235756
24592
259926
24908
70661
15126
276077
100000
29408
8136
19757
269087
14288
32342
247138
45328
12360
137140
173611
17322
195000
47826
14924
25384
186443
19942
48725
16609
38000
29071
30794
321132
199050
16807
19699
215517
90000
16348
105556
20238
18675
143819
44050
137770
50887
41605
77059
9085
57346
13540
421566
27621
14480
35761
129032
22133
101515
121132
127453
55067
192339
62160
266998
22769
52752
28395
14430
6742
50179
14178
130482
40954
54350
76375
6078
441756
64706
11923
362787
157532
43034
7879
307882
40466
10652
24444
46818
20811
7800
46386
7742
21511
14178
10015
322809
33587
340000
250489
47857
69838
11230
16396
24752
8981
17875
258890
25974
21640
9006
25385
19019
44261
39676
24468
247327
32810
232463
86976
213525
41536
42679
36568
35336
435153
33800
88492
130749
277374
391226
26333
185676
6197
134795
156169
11584
237936
10628
26578
7877
6171
7816
321265
252815
13730
33960
112285
297584
50563
323558
193333
185891
8222
25000
25198
9999
36698
134815
237799
18714
33823
25590
178455
20677
19295
38584
23272
256603
27448
29276
79979
11230
8020
31567
79880
133333
17255
54167
32482
401926
48502
15946
312853
11620
103563
60000
165939
38752
27516
38237
97174
75800
164101
91501
136056
10121
29709
5998
8947
26471
416667
50653
15092
31881
44905
235025
435980
9568
16278
131341
38406
8309
33439
6154
63945
31214
104396
39329
33671
46620
20869
18675
26972
92139
45317
69141
14042
5461
44955
25386
40719
18410
304978
88477
176522
29886
12687
23256
241821
31995
242211
42311
8000
8592
15964
45841
183627
20987
33823
4348
25875
351358
21905
65106
8675
119667
30022
16352
24138
35016
109451
12636
29901
15421
264228
12959
164086
47952
47010
18216
127352
33671
69924
11008
24907
93738
240356
17416
80361
428135
232625
55463
25401
110108
17982
13213
218925
39394
69611
4992
8857
6167
47661
355463
276425
305570
97675
14623
23333
36429
64150
41634
16000
17169
5853
69611
16359
10123
57197
50000
155252
62698
47474
309147
128373
44770
11380
27105
25401
12654
10000
62772
15144
36070
298641
16414
72428
241836
59699
25909
190427
22814
6045
86907
202929
23940
25714
86849
295909
106912
289832
83042
20167
16100
164550
16634
191059
89695
60681
10179
11565
30312
107920
149034
74784
20000
22303
80463
8437
9820
11736
57198
71262
91667
7578
26667
48956
55969
188902
344117
49355
160831
12470
19073
9400
27922
58327
88376
169078
82580
2065
201465
36000
108279
23199
23267
22799
69762
13079
174848
8889
18334
225747
12959
50153
233322
31538
60780
8400
121228
120398
11998
30914
402970
8235
17954
27132
52412
62834
70000
44708
30655
27621
45030
28645
23005
130777
132173
6478
3333
62760
31537
41266
33439
65000
125000
102035
35724
205381
107674
45123
229051
86976
31537
35269
20352
44042
11200
91587
96698
17400
25739
8981
110351
23876
38789
19296
14623
49625
150000
26816
80716
157177
13053
30475
9252
17319
2436
192973
23028
224868
139499
89626
206531
35063
25667
22814
14693
164431
8472
33444
22303
14754
12868
30016
24824
35426
43162
21141
92732
186855
26163
56927
278748
102177
130461
266998
26304
237799
15711
131938
31008
88655
21511
394286
131579
238528
96637
10000
13561
29317
20630
8186
8472
9791
154444
414079
58904
39955
13987
130913
199328
157333
143224
8473
28303
10789
317647
65610
28226
13330
44720
29281
111848
165227
82992
36131
45748
59382
32509
17086
34918
16438
80054
28188
27694
23724
6405
252815
51901
12198
24043
172414
104368
26163
14726
30058
27882
75504
15178
49355
15718
91471
22651
24000
23378
23429
65000
18388
80601
19409
89767
183793
15354
75000
31604
431560
27575
8912
227240
48092
29568
95332
60000
41805
90080
20196
10476
22802
195000
125670
37202
40639
304978
23940
17061
42295
81395
164720
44322
40000
277374
43310
206300
133171
161620
117785
50999
381003
32367
29475
19125
28922
36352
204955
113463
27333
38533
10565
348378
215408
67453
17922
174848
175168
41272
15984
78908
307406
8010
8437
12647
25557
12145
9820
23151
259196
125000
66005
31759
31391
28395
19866
76000
60452
6367
118458
41004
19113
120398
38910
15946
50071
28692
28457
331853
166669
136059
164849
84850
218597
96524
109375
52197
13613
38295
158431
64441
20651
10627
29789
188091
163152
21998
11883
11259
26365
93194
56077
8602
146020
50724
25401
62000
32215
25205
81120
29412
15249
46792
23100
108014
86415
28685
14103
8322
14034
20195
121025
385818
144262
56207
122765
19451
54252
12160
13549
36812
56568
121818
82417
122246
80361
19757
11919
51206
27542
34608
121925
258859
24862
11639
23352
304978
88347
21217
30640
20000
127548
21276
247975
9589
30000
20128
12024
7639
40294
146090
26578
28375
19575
111195
23020
124000
12125
180000
253333
58009
22255
16672
8184
10000
45412
188160
43465
79036
166304
264311
24907
166667
1587
16908
24067
46589
140099
162720
140961
84737
104168
49081
7602
24139
160417
13763
104452
20446
20787
168296
171052
98171
204599
6156
101824
19427
26092
15711
17094
4800
26917
43559
95750
20909
211919
23595
18972
175324
50962
401515
165123
77184
44905
214928
142405
57219
14623
8954
31195
64525
30312
65222
15068
12500
144737
62857
363561
33587
73436
14814
42190
214928
197704
222556
13500
6779
90024
20000
31279
247421
63992
29412
25971
32063
113617
72459
5866
30745
66694
10734
63499
38004
325809
53234
28037
401909
25029
19296
5926
2980
25497
112295
22374
44871
40444
65222
85153
15946
23910
62586
79071
8371
26096
22915
306078
4947
20755
94939
159574
15057
52321
20987
18410
155621
13119
20652
101582
104002
120628
204599
22814
8502
70657
44331
126099
59869
156474
219196
6000
309336
16293
92069
17697
18935
27649
146020
81007
19184
31941
50000
16534
157177
221117
31195
34389
232854
56384
96078
126164
20940
28805
26234
24111
29515
52321
4329
14905
18216
47059
188103
10000
34355
63767
162720
56337
32366
10931
26526
274272
20184
49625
270436
3434
13390
137027
13584
25220
26602
41558
14825
3463
24615
94444
41674
23629
15859
60459
64654
65099
87717
43939
9000
104158
7968
23641
81716
33177
63907
19910
21857
164033
22452
22408
59554
223802
29712
13610
16598
50005
88991
119978
162540
26544
322292
18000
42044
34615
16072
111652
8602
20352
23840
17692
186649
91837
53743
40466
29281
25642
18324
84850
347555
61802
220905
8947
20802
336000
33601
247327
40179
26199
349594
302133
328115
85962
8472
125000
26000
78272
9106
36093
454233
28395
25900
414503
108392
18489
269087
31797
199299
218925
94532
194514
155249
8443
19409
110327
67023
277576
21675
15198
109285
59811
13311
17609
71770
18647
18654
48163
14400
193104
111287
26163
19483
26723
5952
110516
21321
92000
65823
26087
12125
74286
62732
82835
253729
275000
10000
9859
88427
60492
75542
38406
215028
74144
37895
31960
25195
28022
63118
43678
432192
5896
64848
6226
167541
3581
16591
303275
120691
36909
115053
45739
35943
216815
19455
88889
8333
33427
12908
196487
26629
29904
40196
66523
35518
220155
29566
111652
14825
10268
104924
2909
227240
30010
26747
2500
71988
236186
32037
49591
51705
86976
218925
3400
13142
35323
153208
386978
225093
8004
25431
23629
2976
27338
58494
13334
18914
101190
107743
58963
212682
31254
22916
40174
90623
349594
45027
25777
19341
16862
64427
285828
57089
7968
6553
6920
42107
24321
6920
38151
171875
91025
17613
34796
30000
16352
101741
25590
62064
64143
27075
82835
8947
115790
33064
30382
11765
123377
16758
165000
41805
163916
73926
295909
12353
23111
5221
28508
27079
1689
71175
86415
13681
27164
440886
258859
25457
23959
9274
56118
22996
16000
11998
119702
67187
55089
21731
13098
10628
129963
35065
49953
160000
74651
92069
312853
99665
13530
13824
331853
19584
19998
5931
44199
13971
234388
58833
51114
284527
21803
26199
70294
24784
121739
96519
44049
59840
14327
12351
8235
30588
8233
92462
8222
208410
140432
28226
459091
213525
17802
8215
26195
17002
26667
29386
81607
193790
214928
25889
28965
321132
8602
27591
242399
21349
18696
125440
63467
353546
80000
19315
39830
148495
19323
137949
42301
62500
36131
10269
122809
13390
127273
28457
135234
57380
7624
24828
309367
9082
15010
44029
32628
126721
10209
19996
20000
38223
39915
18324
13375
91837
166719
6964
101190
15013
10934
36070
16135
22828
22814
18740
27310
27612
80307
97619
171948
17400
60192
16758
149024
304387
3333
18543
82835
34444
97421
241020
56766
119446
56172
18506
172474
14498
25385
15845
20296
108075
27698
193555
22564
23665
83453
8981
22303
44250
225885
285897
17200
22493
121751
188048
70000
19434
160184
13119
12942
28303
8235
30294
38500
106037
18573
50407
43667
17152
15718
361747
56426
26429
136211
7537
336753
219707
32367
22550
274457
123630
7786
19751
307549
7222
14614
18454
10415
23333
26357
107743
35565
46677
167798
56326
27436
65720
11149
10511
15173
11380
18324
67816
19488
9095
351358
36015
347555
19377
26054
23187
30984
16914
146230
32139
3307
10415
244444
37528
456548
159445
52779
17917
11008
116902
30294
38260
49066
35948
32271
126099
73250
322809
47455
57983
9799
113070
23100
105037
125305
353546
39219
385434
51836
49985
31342
104167
64119
85744
40000
34029
25726
14286
94731
55728
57406
277517
15356
104128
133333
333333
22030
14698
8947
14729
351358
242377
82279
25557
103128
277517
23352
157697
77182
11919
159445
21566
192204
27621
20158
56326
31915
38841
23317
43155
155903
17322
137140
28692
51429
8163
155462
41986
113485
153432
8981
10000
19222
15750
21698
171829
27381
149024
21975
32509
21843
15659
76992
15000
31538
14941
75556
10000
14279
8750
73838
88943
125000
26606
23940
30559
354317
169913
27367
94939
23876
17922
399956
77471
45571
27105
186268
6794
10308
174359
29453
361747
198359
7196
88588
19377
340000
47162
100000
79812
175385
25497
15318
205381
241821
9028
135145
16412
19996
24400
22814
209840
108337
19073
27079
8875
78947
304978
159224
25457
16705
25000
50024
5987
146506
137379
7639
66187
24140
18756
61950
38661
25168
12714
72057
28013
49688
167541
36186
43879
16223
20755
70972
56207
14299
23020
16503
38910
250910
89098
110676
41974
244444
22969
7161
12490
40397
43879
217531
21021
34355
135962
38246
52273
18893
20213
17653
218368
16923
31537
257634
45317
27765
23005
54929
50286
18947
84528
66731
113070
23333
28395
5611
100000
112448
88943
17086
261779
61474
61614
119010
30168
10437
18209
240997
39688
31316
43571
333534
30708
41370
165927
16115
22814
266998
52200
17116
15013
166805
23199
19727
6967
22274
34544
9593
33587
63636
132897
390096
63483
252796
24561
25726
91587
26972
20325
9500
5910
63984
28022
193516
307882
31571
35546
101504
38156
32509
347555
89441
33120
30192
24304
4856
21211
8592
238528
17720
53603
22008
36909
42466
4422
157368
19704
21673
124776
18334
11644
62201
20167
20000
16451
9028
5000
86907
41202
422849
107743
47985
19276
65505
41272
12351
61109
111195
37000
23378
92345
11008
16359
322204
28226
92862
453347
107920
27105
38599
41821
33972
20811
164706
250372
29317
22977
111246
42295
1257
19466
70170
230430
43025
27105
107743
19167
140017
241965
8803
42311
149280
21285
6348
9082
20544
141084
91667
99148
25557
8889
188091
51705
62275
93755
62661
269012
21241
17111
15006
90000
8136
182880
15831
52601
23172
78727
90623
12387
173430
26972
24452
256603
39881
8255
102591
8472
202955
67388
25739
44007
20533
216267
8458
67751
238984
188908
25557
80884
5918
62844
14209
15577
78980
31158
270565
122745
69220
26304
25858
78091
101661
176673
131840
35295
88846
8016
72528
22993
6667
29408
170964
204487
149024
122500
175055
22580
77444
62703
103053
70729
22239
298183
10734
94481
10734
165927
6951
313056
29319
66559
27897
93753
19466
22671
20000
140831
57983
194173
44792
18118
60492
25939
20802
335407
61250
108871
71727
38004
55112
183965
41266
227606
15000
47668
10857
25557
31918
30097
39827
168178
33587
5927
11380
13750
140264
10000
11001
111301
14248
7912
14825
17353
6224
85000
119284
116902
24561
54344
55893
47809
71667
80643
19046
24852
13206
131579
64929
32425
269087
10000
76214
20336
162540
102703
160124
41152
11365
186443
202747
23586
53810
50153
35359
17136
100000
20167
31718
21006
31638
11123
21006
21564
15189
134795
14754
10857
26223
101190
28162
43023
35096
29068
144802
18630
349594
10972
171784
36000
50469
68153
26758
321132
206835
19296
150154
77740
49640
60278
38910
8923
79624
6178
232463
11380
13716
118929
46310
11621
48263
14698
176673
16783
76800
36909
40794
160573
96154
79861
164180
36007
48593
158338
21232
66603
33571
30441
60780
118459
113709
31537
4500
217530
19593
75504
32434
165333
34265
35714
133447
164604
37301
225093
90080
4992
160294
166362
17853
29756
97887
62845
35040
306342
5748
73539
270436
283768
13846
9487
25526
247327
35199
37528
69838
98641
92308
8108
23267
40120
176905
15156
11930
165820
90479
98176
62045
7968
53085
7619
31398
21843
222059
322809
167541
50134
25970
193913
13708
31775
62339
10847
69056
120680
18006
28446
14319
135771
114957
176673
88477
13986
61346
123810
85159
214928
170818
23028
89820
9487
41773
17962
27447
168039
6011
104826
69169
7065
86907
99633
107859
12351
93194
79663
34804
25557
157143
88000
113547
20000
192973
38616
7968
28048
47194
38480
25371
15178
328633
105298
174581
56831
42203
89909
30558
126065
100223
12547
58833
100073
14311
42500
30312
248299
8602
127273
50096
111330
62500
22124
22883
114222
245380
98387
5926
65761
29566
24111
33071
165413
94256
157136
4921
14825
22814
185920
12075
21975
73776
42104
45223
21124
28022
13955
198359
120691
15289
29600
11000
291612
200786
460550
36871
128578
15106
162092
20000
44007
14295
86415
19344
93583
24852
21211
40794
15013
72015
15010
19597
35428
27785
113035
95325
7161
302133
8675
2577
15729
21642
9082
100556
318212
185676
25924
17154
157136
7449
43018
343433
22912
5910
29566
22051
35117
181312
55172
23796
47033
22467
17170
75410
28226
200936
11365
166101
18675
19699
14717
49023
62051
37320
144453
26602
26594
27661
8696
223000
11123
94916
5972
191735
13218
113284
114898
36070
4108
21075
15098
50893
227606
209597
23533
89245
234268
63279
23429
90254
108209
9591
15541
67354
37038
134298
80643
17086
20184
130482
11049
91025
181975
47872
16958
19166
14794
23317
20157
24713
130913
64000
48971
23871
36909
7966
9679
157136
31111
2793
71621
84609
19125
128200
44575
13367
132702
132270
186443
17116
10000
270436
64654
19452
53096
31308
25000
67388
29756
168349
102743
23267
146230
71721
8056
151462
199299
12335
11813
32367
188091
26850
72663
14480
24100
80716
43018
97437
23199
11691
60677
16873
207006
148805
109759
31742
34248
70657
170599
158974
11809
11061
14295
137500
14416
108413
20056
24828
218597
8011
88688
112271
101190
227240
36265
124639
36993
23910
84823
227240
127352
272975
149024
11545
8333
150000
6553
68333
7715
270436
12005
155598
51520
13462
347555
10415
15533
36869
19575
26350
19215
9400
8602
30423
20066
23796
97421
40349
16610
73282
111962
22883
301928
163636
193849
97360
214018
65505
120289
80716
7786
364770
16667
42466
190454
35809
38074
30403
266540
7968
41536
16804
49527
19999
21798
26768
10151
106667
21632
22828
48268
50000
47857
8641
38182
19372
11429
94156
129807
21653
330590
92456
50071
228469
103416
188103
25497
106893
17111
11604
257507
10319
136478
122330
28508
20213
51717
59400
27957
8431
79663
135841
100000
30455
70876
32727
181522
20301
13006
21444
43399
34921
38215
199299
29782
11134
23010
231353
206243
92000
116314
130913
76637
133447
63000
118667
18814
22769
194673
252775
29613
30655
55972
18388
4155
143579
8443
12000
93279
20066
69838
33823
131439
97421
29071
110000
62847
17812
27591
36828
12857
17490
19310
88943
294270
26096
46667
53234
11023
42430
22857
111141
109577
12627
17380
78272
12075
61268
24862
33448
23614
34547
61219
21227
12636
10817
27501
15000
12000
72172
10000
26222
188908
133333
271599
104716
18210
166966
19780
109610
12908
43099
61575
39897
46142
8696
37171
31742
56340
109501
273327
10857
52934
107692
43022
42372
50663
382592
321132
84890
14527
361751
26723
26125
90909
31775
111841
21850
17150
15000
6167
30559
162464
15318
105923
43667
18510
79048
16337
11380
33604
45551
250994
4753
185926
97323
109417
11492
14000
15298
101661
32333
10319
26571
19516
155556
217530
49802
19073
7624
236046
72700
31604
28298
9628
237558
73404
15020
111246
181389
407758
44871
16180
32948
29886
22376
47860
39397
22769
12853
262966
258890
14390
17619
137059
165440
72000
21012
33588
193913
99868
57756
88943
31389
166101
51088
27785
60915
7869
68702
258890
121589
112088
44168
23796
14894
29475
20587
83263
6645
106689
26629
56935
28395
7161
101288
16263
16158
70972
77618
17169
56332
256141
27138
34879
13310
20811
88477
3571
115496
8580
96703
23025
45717
237799
11513
29667
123522
27079
40821
24620
25497
35350
89357
64441
26144
160000
5866
16585
103324
23981
172591
13966
17111
156439
94256
44020
64150
32924
13290
21563
30811
22676
18118
15000
64654
233775
56139
23629
33823
26188
24492
309367
78091
60236
131579
22199
120492
2062
20534
56123
94555
110517
165000
42107
6553
10000
48926
31538
92069
104168
6920
130495
53333
69523
23333
119102
27367
98384
227240
31831
6011
307549
45280
14962
100000
277374
110214
16667
86509
35565
283502
174848
28798
9400
30368
91009
22223
145518
91837
134629
8591
72037
11923
115053
205381
19385
19699
27857
16758
67023
284527
18573
59066
15156
49802
72139
53856
98033
26096
125000
25974
5987
90000
385818
37000
60165
32121
53096
98446
17791
36048
128834
8255
15729
23655
8981
198359
18084
349594
9820
40004
68381
29756
92184
30290
10000
36324
165543
19182
42311
6154
30266
10690
19825
294691
19836
63467
30423
72007
5000
306342
41979
24784
40252
41009
113284
32667
69892
20481
207137
32162
44432
91903
98316
8954
194704
25385
107069
59787
161828
5910
20196
1992
38811
49522
180193
16733
25401
26271
253233
123323
135418
18114
8205
202500
150988
112207
22727
10907
20238
32924
14394
163870
82701
30676
43487
36217
22667
44359
45365
34909
140264
26125
37950
141622
12360
26578
40954
38967
18555
59384
61834
15091
72624
89612
28203
224434
39366
240551
85376
22928
27089
27713
101288
51206
12857
97817
83192
21917
50045
94939
48502
5924
26722
109215
250797
6457
15520
15318
17503
136634
223470
31130
36613
10857
33671
322204
8602
137358
34836
6171
110678
116902
143819
15727
14144
12870
50653
24784
58494
36447
61224
70425
21858
8602
8838
451182
123819
58951
167176
17347
154679
19792
136343
224601
6954
28226
188091
8136
36993
113843
179580
194173
199039
56991
11366
7602
35111
9591
40254
306342
12417
175712
38431
22621
92857
79609
143819
24140
186443
22814
46201
82410
7624
57884
26271
29801
316536
28303
128302
17922
109286
12868
335407
4018
27079
18974
9183
40010
26629
42722
36570
103895
26056
26211
85694
17061
5153
63200
41331
333333
355463
10123
250876
6203
284527
63074
21026
23679
69346
85694
50962
28685
16862
122151
16807
11989
30769
11001
131606
20920
29812
5911
59798
252381
149024
12351
293910
129996
25000
54929
25557
10319
109892
65111
26587
50203
304273
62734
158037
81560
64627
15074
5976
36535
112295
24325
86849
28930
13872
305986
160294
102936
50026
30091
10734
177610
18096
30228
43846
34669
255717
130631
24140
107337
116667
183627
35836
46643
46471
40970
33636
231200
60000
217530
8472
6011
9659
40800
28347
47651
55000
88477
134109
79447
28789
33064
134795
91823
67023
75716
23595
24852
19787
32686
104452
91413
79739
221117
77656
28575
15175
189247
34639
11029
14997
277578
14667
67712
8011
34000
25539
21586
13325
16015
48375
33071
25168
88453
21703
27031
104000
344391
22952
102703
40618
10789
61770
20833
44691
37182
62844
26223
88588
37607
26479
88588
24567
54833
35042
19999
72614
227606
9708
19380
81739
17566
8443
29782
6951
19073
249158
194173
263269
91837
17500
37256
33254
144802
14761
9134
110676
15521
73748
21297
27324
13763
16291
174562
24333
8443
6179
37503
85779
8579
133049
30403
83453
27019
85068
187461
99939
241020
152304
33846
20264
25590
82835
10734
16598
91353
41272
17561
24000
113496
51000
37202
119059
52779
157202
30498
27501
88943
7000
112766
286946
28303
70098
23172
42615
228648
93077
15038
18002
1320
32064
33846
110517
23796
118679
14272
25726
17143
151208
22731
107674
396154
114254
31169
150885
162351
21520
79860
188103
28508
11998
24839
70139
11855
18086
126304
29319
9722
95332
128883
101288
133759
110857
322204
135948
23000
249781
21349
22091
108333
22467
176444
80771
36699
231321
14542
63209
32385
27997
60125
60877
24140
21111
39830
6953
10356
65714
8136
8845
209597
59661
106667
138613
152500
35565
140961
27381
24170
104802
107039
14761
212170
11053
96021
44261
12198
2244
12780
36000
28930
347368
31941
20000
100000
238528
87490
90000
18000
47544
91837
10612
168000
28303
282462
47674
41453
80000
9400
101888
60192
25342
157998
26054
167541
11049
31313
20000
241843
7509
41272
36396
75504
6553
29071
56728
16667
69668
217319
103895
284527
181661
26826
8608
129407
100385
20533
19298
3168
9647
104452
92862
26125
35878
17150
54252
277578
318172
28376
120680
285425
82580
53487
53457
39366
11541
15156
23876
31012
53928
9524
8803
223519
175168
5953
15123
37145
41974
9480
20184
227606
6361
175055
34909
146398
20434
27250
22255
1111
94651
27612
31552
92069
10925
44261
6808
33671
86976
54288
33439
113070
106383
91823
381394
22667
18740
48948
71869
23371
198412
91773
175712
50000
49376
27984
17609
252483
347555
27081
164014
86401
9054
80643
27806
33691
24125
17861
94211
27182
61323
105771
276923
9038
49667
25456
88368
67023
12959
15591
168178
30762
31463
89098
190627
96365
27310
38910
205692
143579
13763
295909
27079
205381
385818
69924
43667
135714
23940
30016
17042
73945
41483
233767
50272
107928
144401
19976
35065
194380
12800
9568
32063
23188
7639
107574
5979
103563
64479
1641
16551
30706
27534
105875
136703
14286
19890
300000
80054
323303
18483
35629
22803
81356
20546
20301
8986
99940
20195
8824
47517
28451
18130
13771
124348
158147
31423
55044
185605
176667
166669
13955
203585
64152
12742
272746
120987
109463
16763
88934
21211
259662
28133
38371
31538
231353
39310
89626
13738
10000
82928
222059
17086
9082
232463
24315
17812
302133
31865
18724
7161
7161
433870
217530
8048
56319
250081
454162
18555
26087
106556
40960
41907
19488
11027
36070
109463
23352
75177
117046
113496
19431
119444
2676
103053
68502
5679
38122
32366
117128
321132
23940
96276
31746
13834
69796
47762
45107
24452
321132
34154
33501
50000
399066
14184
4239
65841
55000
50057
239915
11496
26092
364770
2358
59798
12442
256547
48038
95930
94599
80920
10762
248346
37578
93532
80325
109892
174581
4712
26155
23495
18412
64516
20446
55206
26052
100000
18209
93306
70968
9187
70128
53763
24033
25797
204955
169913
80400
22621
6835
200958
94481
8053
28805
88943
25668
86553
188160
11667
110071
39809
146090
35565
105924
6204
146090
124735
18000
92345
13918
85748
10123
232915
85694
75231
9715
158889
21290
140000
12752
17190
252775
50000
11119
100000
3320
239523
434423
29723
30023
32924
57487
95878
15752
25441
15034
12834
21642
19113
15946
8222
15010
43846
385818
162618
35225
69346
169913
9399
9106
90909
19251
102260
79284
26271
21193
140000
75388
153432
39897
66587
28850
20698
25321
21363
20000
75260
6735
241843
28303
52170
54939
9939
11001
21675
153282
10552
25858
46677
45412
23352
16344
24415
88969
32658
26016
28715
200000
28446
51416
23254
45912
188103
23847
15000
214018
42555
16503
28395
14021
193913
21349
12500
77561
135970
91773
118514
50962
95332
43446
29378
54622
8569
8803
23507
100000
109417
24446
28226
7500
159665
30744
14645
101504
262734
26271
17076
9400
11001
21520
90080
274457
115946
438841
8602
27082
5627
24699
110517
28100
13300
433870
349594
17015
321132
279412
146020
86015
63422
166275
30382
13000
39542
268098
50000
27542
70139
18534
94808
3812
22277
124786
46471
7825
28457
108475
20006
22156
7694
29358
180950
112339
11923
323558
106667
26923
29344
31169
23686
16758
43558
12450
99544
26366
61230
155212
28451
27600
26087
10385
29843
28850
42077
27897
17094
8882
13493
10416
162351
263762
8077
100000
49659
238528
267949
16254
246394
17899
